paper_id,title,year,citation_count,references
W2151409320,APE: Analyses of Phylogenetics and Evolution in R language,2004,12506,"['W1488393970', 'W1964575260', 'W1969761972', 'W1978546114', 'W2013410948', 'W2013781583', 'W2041903808', 'W2118610143', 'W2154552181', 'W4229880569', 'W4388245928', 'W4388278926']"
W1535778627,China statistical yearbook,1988,12490,[]
W2160697532,Bioconductor: open software development for computational biology and bioinformatics,2004,12478,"['W43224192', 'W98388201', 'W178162822', 'W1486696347', 'W1514230952', 'W1520411860', 'W1572663059', 'W1595114968', 'W1601726608', 'W1965014786', 'W1971639230', 'W1975032496', 'W2002134496', 'W2014988121', 'W2020781433', 'W2038437697', 'W2041114254', 'W2041838769', 'W2054251921', 'W2068517117', 'W2075752096', 'W2104279568', 'W2113547509', 'W2113959186', 'W2142188478', 'W2150934173', 'W2156877380', 'W2254004453', 'W2905296201', 'W3022734214', 'W4244084561', 'W6600804061']"
W2137079713,A translation approach to portable ontology specifications,1993,12460,"['W23692909', 'W55665455', 'W637411437', 'W1505839237', 'W1524870477', 'W1542813492', 'W1556656669', 'W1582487692', 'W1595016043', 'W1622687797', 'W1804031886', 'W1876583424', 'W1985943651', 'W2012170877', 'W2015528568', 'W2021693981', 'W2035346816', 'W2071718761', 'W2115164315', 'W2138162238', 'W2171344460', 'W2917817808', 'W3023447092', 'W3127672696', 'W3165518625', 'W4285719527']"
W2108921801,Overview of the<i>CCP</i>4 suite and current developments,2011,12444,"['W89719521', 'W1506664007', 'W1963831777', 'W1969547178', 'W1969672293', 'W1991113525', 'W1994342014', 'W1999590520', 'W2001641653', 'W2004917061', 'W2006922696', 'W2016255772', 'W2017903918', 'W2035503835', 'W2038840577', 'W2070199183', 'W2074986801', 'W2085988664', 'W2088686292', 'W2096064309', 'W2096335011', 'W2097493124', 'W2098089330', 'W2101446086', 'W2110893691', 'W2111482169', 'W2112200653', 'W2114367386', 'W2114622716', 'W2115921407', 'W2116389515', 'W2118818078', 'W2119489910', 'W2120197945', 'W2124026197', 'W2131350133', 'W2136632130', 'W2143117974', 'W2143815085', 'W2146080841', 'W2147346663', 'W2152877209', 'W2158573927', 'W2159220189', 'W2162970494', 'W2163341755', 'W2167144254', 'W2180229411', 'W2412963709', 'W4210584619', 'W4210586598', 'W4210613484', 'W4210675630']"
W2111308925,A Combined Corner and Edge Detector,1988,12428,"['W1639227073', 'W1756736144', 'W2039106392', 'W2048192053', 'W2063599328', 'W4285719527']"
W1588163064,Testing the null hypothesis of stationarity against the alternative of a unit root,1992,12418,"['W1496642677', 'W1555822002', 'W1607204504', 'W1963613776', 'W1963640938', 'W1971327280', 'W1974608936', 'W1975994995', 'W1986446727', 'W1986516778', 'W1990811935', 'W1995702228', 'W2003078393', 'W2006478640', 'W2013833830', 'W2014742086', 'W2031144539', 'W2038532793', 'W2047121664', 'W2049287603', 'W2095671149', 'W2097580026', 'W2108446661', 'W2117178635', 'W2117922789', 'W2124120883', 'W2140013551', 'W2142959503', 'W2235799657', 'W2571446175', 'W2796837256', 'W3004157836', 'W3015297855', 'W3023906401', 'W3121248046', 'W3123946376', 'W3123988949', 'W4230644069', 'W4230727087', 'W4251340181', 'W4307492541', 'W6629705005', 'W6633113428', 'W6640949426', 'W6662812576']"
W1544815196,The Evolution of Life-histories,1993,12408,[]
W4312933868,High-Resolution Image Synthesis with Latent Diffusion Models,2022,12381,"['W967544008', 'W1583912456', 'W1686810756', 'W1861492603', 'W1901129140', 'W1909320841', 'W1959608418', 'W2031342017', 'W2108598243', 'W2125389028', 'W2129069237', 'W2188365844', 'W2405756170', 'W2423557781', 'W2561196672', 'W2732026016', 'W2741137940', 'W2752796333', 'W2783391889', 'W2896457183', 'W2907097116', 'W2937274663', 'W2952716587', 'W2953318193', 'W2962770929', 'W2962785568', 'W2962820504', 'W2962974533', 'W2963073614', 'W2963799213', 'W2964122153', 'W2970810102', 'W2971074500', 'W2980282514', 'W2982763192', 'W3002120414', 'W3034445277', 'W3035574324', 'W3035687950', 'W3036167779', 'W3037032032', 'W3041956526', 'W3103556460', 'W3110257065', 'W3111387095', 'W3118605064', 'W3120110650', 'W3120243996', 'W3121370741', 'W3121480429', 'W3123097577', 'W3129576130', 'W3129651364', 'W3130440474', 'W3140633421', 'W3152733922', 'W3153854932', 'W3155072588', 'W3162926177', 'W3163884521', 'W3165647589', 'W3165905282', 'W3169064633', 'W3171313410', 'W3174301209', 'W3174711319', 'W3175528029', 'W3176823897', 'W3177150392', 'W3180355996', 'W3190116597', 'W3190965961', 'W3196163807', 'W3199003182', 'W3203631022', 'W3206395542', 'W3209532394', 'W3216237230', 'W4286869901', 'W4287121833', 'W4287182033', 'W4287250916', 'W4287553002', 'W4288099666', 'W4288372760', 'W4293320219', 'W4294643831', 'W4295521014', 'W4297798428', 'W4297800839', 'W4297813370', 'W4298289240', 'W4301206121', 'W4301908144', 'W4323654151', 'W4385245566', 'W6625168331', 'W6637373629', 'W6637568146', 'W6639102338', 'W6639824700', 'W6640963894', 'W6676297131', 'W6678815747', 'W6687045409', 'W6692550842', 'W6713645886', 'W6714644935', 'W6729767818', 'W6732492507', 'W6739901393', 'W6745560452', 'W6747808759', 'W6755207826', 'W6755312952', 'W6757857098', 'W6758800702', 'W6761628794', 'W6762931180', 'W6765779288', 'W6768377600', 'W6768817161', 'W6771275388', 'W6772676370', 'W6775110864', 'W6775632556', 'W6779823529', 'W6779879114', 'W6780573874', 'W6780593937', 'W6782760101', 'W6783182287', 'W6783637136', 'W6783713337', 'W6785102375', 'W6785302134', 'W6786375611', 'W6786494455', 'W6786904838', 'W6787283782', 'W6787335730', 'W6788995615', 'W6790830454', 'W6790978476', 'W6791190667', 'W6793578827', 'W6793801364', 'W6794269193', 'W6794386015', 'W6795288823', 'W6795308914', 'W6796042156', 'W6796242362', 'W6796588791', 'W6797016743', 'W6797201126', 'W6797359156', 'W6797906067', 'W6799838802', 'W6799880410', 'W6800989748', 'W6801666068', 'W6803132585', 'W6804566349', 'W6840815571']"
W2106578986,"A program for annotating and predicting the effects of single nucleotide polymorphisms, SnpEff",2012,12379,"['W1546420641', 'W1582956895', 'W1804694142', 'W1852660910', 'W1964015288', 'W1967108678', 'W1973811920', 'W1975213791', 'W1978648122', 'W1980333298', 'W1981558659', 'W1984068087', 'W1984852495', 'W1985645826', 'W1993827187', 'W2004787421', 'W2006700952', 'W2009844536', 'W2022651039', 'W2024504009', 'W2026397995', 'W2044337709', 'W2044961839', 'W2045348184', 'W2046445620', 'W2058977593', 'W2065722011', 'W2097986534', 'W2099206782', 'W2103100126', 'W2110469184', 'W2113649367', 'W2119180969', 'W2121362649', 'W2122683221', 'W2127938920', 'W2135481281', 'W2136679442', 'W2143173327', 'W2149992227', 'W2161597083', 'W2161645441', 'W2752885492', 'W3145128584']"
W2963420686,Squeeze-and-Excitation Networks,2019,12335,"['W139960808', 'W581956982', 'W603908379', 'W639708223', 'W1026270304', 'W1514535095', 'W1568165162', 'W1581066146', 'W1665214252', 'W1677182931', 'W1686810756', 'W1836465849', 'W1861492603', 'W1903029394', 'W1966385142', 'W1996901117', 'W2064675550', 'W2097018403', 'W2097117768', 'W2097998348', 'W2111935653', 'W2113325037', 'W2115441154', 'W2117539524', 'W2128272608', 'W2130325614', 'W2141399712', 'W2144764737', 'W2147527908', 'W2149933564', 'W2163605009', 'W2183341477', 'W2194775991', 'W2221625691', 'W2288122362', 'W2302255633', 'W2307770531', 'W2331143823', 'W2339172597', 'W2400429454', 'W2401231614', 'W2418011751', 'W2531409750', 'W2549139847', 'W2550553598', 'W2551572271', 'W2553303224', 'W2556833785', 'W2594529350', 'W2610817424', 'W2612445135', 'W2613718673', 'W2619184049', 'W2706729717', 'W2732026016', 'W2746314669', 'W2748513770', 'W2782417188', 'W2785648721', 'W2804047946', 'W2806970737', 'W2810075754', 'W2884585870', 'W2898732869', 'W2949264490', 'W2950621961', 'W2951104886', 'W2951527505', 'W2952746495', 'W2962737770', 'W2962746461', 'W2962835968', 'W2962970253', 'W2962971773', 'W2963125010', 'W2963137684', 'W2963374479', 'W2963403868', 'W2963420658', 'W2963446712', 'W2963495494', 'W2963504571', 'W2963703197', 'W2963778169', 'W2963821229', 'W2963911037', 'W2963918968', 'W2964081403', 'W2964081807', 'W2964099383', 'W2964137095', 'W2964166828', 'W2964294659', 'W2964331719', 'W2964350391', 'W2965658867', 'W3118608800', 'W3138001899', 'W4232730838', 'W4255158661', 'W4295185264', 'W4295727797', 'W4297775537', 'W4297778814', 'W4299518610', 'W4300687381', 'W4300687870', 'W4385245566', 'W6616837769', 'W6618372016', 'W6620707391', 'W6626481562', 'W6630875275', 'W6634833660', 'W6637242042', 'W6637373629', 'W6638444622', 'W6638667902', 'W6639102338', 'W6674385629', 'W6674642818', 'W6678174250', 'W6680834391', 'W6682132143', 'W6682137061', 'W6684191040', 'W6694260854', 'W6697925102', 'W6698183232', 'W6701947533', 'W6704241340', 'W6716843620', 'W6729956949', 'W6729972426', 'W6734593296', 'W6737283639', 'W6737664043', 'W6738514645', 'W6739520758', 'W6739901393', 'W6740164494', 'W6743428213', 'W6743495212', 'W6745614327', 'W6745728296', 'W6746582238', 'W6748057086', 'W6748097816', 'W6751037545', 'W6751795773', 'W6752314195', 'W6752515464', 'W6753303928', 'W6753412334', 'W6754259177', 'W6787972765']"
W2140034535,A series of normal stages in the development of the chick embryo,1951,12330,"['W148135683', 'W656941561', 'W1524544406', 'W2011044344', 'W2050204522', 'W2061316499', 'W2070560929']"
W4236137412,Induction of decision trees,1986,12326,"['W18968369', 'W155398153', 'W1490139987', 'W1496832333', 'W1522290492', 'W1990139869', 'W2008587512', 'W2028125713', 'W2063961549', 'W2067642555', 'W2111416885', 'W2127609549', 'W2159047538', 'W2161608691', 'W2335322260', 'W4244340606', 'W4247767684', 'W4292024674', 'W6606315987', 'W6628835958', 'W6629403180', 'W6666815065', 'W6669176017', 'W6989937790', 'W7029391333']"
W3175752499,clusterProfiler 4.0: A universal enrichment tool for interpreting omics data,2021,12317,"['W1816176398', 'W1979594866', 'W2001191731', 'W2012977478', 'W2035618305', 'W2100761975', 'W2117313288', 'W2130410032', 'W2133579817', 'W2139149201', 'W2140099276', 'W2141703917', 'W2164154943', 'W2166574880', 'W2169784081', 'W2170830174', 'W2172557341', 'W2186341657', 'W2409989580', 'W2460110786', 'W2472544934', 'W2517051411', 'W2559588208', 'W2599586112', 'W2724377567', 'W2747998719', 'W2765373776', 'W2803526872', 'W2883731195', 'W2895456557', 'W2909230349', 'W2911986456', 'W2941048020', 'W2950595506', 'W2952523407', 'W2952959400', 'W2994363107', 'W3000787953', 'W3002402252', 'W3026181871', 'W3037659634', 'W3099862724', 'W3102147110', 'W3126956114', 'W3134896250', 'W3157517304', 'W3164713820', 'W6686563509', 'W6762177045', 'W6785161123', 'W6794833362']"
W2090386790,Particle creation by black holes,1975,12305,"['W1980851479', 'W1988969358', 'W1995112015', 'W1995428635', 'W2009675941', 'W2017592525', 'W2020028702', 'W2028342982', 'W2028483511', 'W2029403139', 'W2040659793', 'W2042650304', 'W2052045615', 'W2057980978', 'W2075536196', 'W2077768234', 'W2086269808', 'W2110401514', 'W2138573661', 'W2145207548', 'W2146478425', 'W2563520564', 'W2995975034', 'W3022605603', 'W3093756691', 'W6754306827']"
W2149095485,A feature-integration theory of attention,1980,12301,"['W1535782774', 'W1708089250', 'W1965450303', 'W1968437045', 'W1968627711', 'W1969140456', 'W1971138297', 'W1975861865', 'W1980078621', 'W1980342340', 'W1980429329', 'W1981037254', 'W1981264830', 'W1988660784', 'W1997365876', 'W1998786624', 'W2002986125', 'W2015245944', 'W2028276885', 'W2032560996', 'W2056101986', 'W2060032378', 'W2072067353', 'W2075421488', 'W2077092316', 'W2077763860', 'W2082250980', 'W2083104972', 'W2088793381', 'W2090438711', 'W2140403837', 'W2156046656', 'W2162997485', 'W2322677917', 'W2477770001', 'W3016647667', 'W4205203398', 'W6673328314', 'W6838288147', 'W6838506221']"
W2222512263,The Hungarian method for the assignment problem,1955,12300,"['W1980675521', 'W1983148611', 'W1995759476', 'W2048590231', 'W2053050060', 'W2063292248', 'W2064909143', 'W3113130260', 'W6833374926']"
W2152121970,Cooperative Diversity in Wireless Networks: Efficient Protocols and Outage Behavior,2004,12284,"['W1528321597', 'W1592451300', 'W1971536606', 'W2026898705', 'W2039693045', 'W2081602745', 'W2084360170', 'W2089743117', 'W2096895376', 'W2097415784', 'W2097463269', 'W2099111195', 'W2099213070', 'W2100320089', 'W2103604544', 'W2107753712', 'W2109333245', 'W2124979570', 'W2129766733', 'W2129828124', 'W2130347036', 'W2130396847', 'W2130509920', 'W2136434738', 'W2136812100', 'W2145417574', 'W2148963518', 'W2150412388', 'W2154164662', 'W2159616236', 'W2165053755', 'W2167447263', 'W2168571551', 'W2330078975', 'W2798333393', 'W3128611524', 'W4241905599', 'W4254703201', 'W4301193917', 'W4395064458']"
W2134066908,An Introduction to Fluid Dynamics,2000,12268,[]
W4235187224,From dissertation abstracts international,1974,12247,[]
W49479346,Our common future,1991,12229,[]
W2118898434,Local Indicators of Spatial Association—LISA,1995,12226,"['W213790992', 'W1889043906', 'W1971812279', 'W1983350937', 'W1984205978', 'W1984892485', 'W1987418549', 'W1990965646', 'W1998613841', 'W2000494413', 'W2009230348', 'W2014568881', 'W2016157517', 'W2017097790', 'W2017478467', 'W2018582131', 'W2025591606', 'W2028226037', 'W2035657151', 'W2035953399', 'W2037308652', 'W2037586880', 'W2043525911', 'W2048997388', 'W2059742013', 'W2061493983', 'W2069300981', 'W2080007721', 'W2088174267', 'W2092467063', 'W2093428650', 'W2094423578', 'W2103438429', 'W2112348586', 'W2131124699', 'W2131586477', 'W2140494940', 'W2143022286', 'W2153692060', 'W2159096831', 'W2165800287', 'W2480739690', 'W2580393371', 'W2949116535', 'W3125406841', 'W4206495155', 'W4230727657', 'W4233620411', 'W4234681626', 'W4242253078', 'W4255160114']"
W2033815440,Influence of partially known parameter on flaw characterization in Eddy Current Testing by using a random walk MCMC method based on metamodeling,2014,12188,"['W1657213141', 'W1965501808', 'W2004129285', 'W2020999234', 'W2022417227', 'W2049633694', 'W2052397611', 'W2056760934', 'W2088650534', 'W2108557390', 'W2117918559', 'W2124293649', 'W2130262596', 'W2136796925', 'W2138309709', 'W2149562667', 'W3029645440', 'W3124691892', 'W4301014524']"
W12294379,Change in marine communities : an approach to statistical analysis and interpretation,2001,12165,[]
W2157041604,The concept of a linguistic variable and its application to approximate reasoning-III,1975,12165,"['W161352331', 'W1491439990', 'W1524668325', 'W1543281322', 'W1578133078', 'W1628475528', 'W1768003599', 'W1878848280', 'W1964071625', 'W1965185410', 'W1968233326', 'W1970209336', 'W1982934077', 'W1983127920', 'W1991358523', 'W1993336342', 'W2005814556', 'W2007927177', 'W2017462139', 'W2019529630', 'W2022770634', 'W2038190934', 'W2040121225', 'W2041280856', 'W2045127810', 'W2048701449', 'W2050745653', 'W2054416947', 'W2060642394', 'W2072203301', 'W2078779296', 'W2081809321', 'W2082550766', 'W2086789740', 'W2092092154', 'W2092180595', 'W2110921386', 'W2126239092', 'W2140599494', 'W2141064529', 'W2144347980', 'W2163751633', 'W2171715801', 'W2331855851', 'W2333196491', 'W2480733815', 'W2486337332', 'W2752210686', 'W2912913215', 'W3026096958', 'W4210778630', 'W4211007335', 'W4212765430', 'W4212771256', 'W4213377363', 'W4237823148', 'W4292158025', 'W4301152396', 'W4312732929', 'W6606655796', 'W6631393269', 'W6639491473', 'W6670949972', 'W6671229427', 'W6679649511']"
W1569268909,Qualitative inquiry & research design : choosing among five approaches,2013,12147,[]
W1992985800,Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,2013,12144,"['W1600539412', 'W1963719430', 'W1982598895', 'W1985628158', 'W1995971836', 'W1998010646', 'W2000009216', 'W2000290293', 'W2000536749', 'W2003360724', 'W2007395042', 'W2008226265', 'W2011327487', 'W2014362516', 'W2015197254', 'W2017805851', 'W2018591442', 'W2019338659', 'W2019903457', 'W2024330948', 'W2027184266', 'W2030976617', 'W2031558918', 'W2035223648', 'W2035464487', 'W2041754264', 'W2044012801', 'W2045738083', 'W2049681700', 'W2049734202', 'W2051311193', 'W2052663622', 'W2056474482', 'W2058398316', 'W2060745946', 'W2065905435', 'W2083222334', 'W2085816503', 'W2091873752', 'W2099083572', 'W2112845989', 'W2114131781', 'W2117363206', 'W2119162186', 'W2119732183', 'W2134164499', 'W2152152303', 'W2157955200', 'W2160174308', 'W2161308424', 'W2164529883', 'W2166117776', 'W2230728100', 'W2315306802', 'W2328055049', 'W2331520253', 'W2332028502', 'W2333516404', 'W2996064907']"
W2045181804,Handbook of Industrial and Organizational Psychology.,1977,12140,[]
W64096637,- STATISTICAL PACKAGE FOR SOCIAL SCIENCES,2014,12128,[]
W2963470893,Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,2017,12123,"['W7682646', 'W54257720', 'W648143168', 'W935139217', 'W1522301498', 'W1580389772', 'W1677182931', 'W1686810756', 'W1791560514', 'W1811400895', 'W1825675169', 'W1836465849', 'W1849277567', 'W1885185971', 'W1910615622', 'W1919542679', 'W1930824406', 'W1949096787', 'W1950594372', 'W1973788353', 'W1977581467', 'W1983781364', 'W1991867157', 'W2035677848', 'W2047920195', 'W2049237558', 'W2091244316', 'W2097074225', 'W2097117768', 'W2099471712', 'W2104599718', 'W2117539524', 'W2117865218', 'W2118103795', 'W2121927366', 'W2133665775', 'W2149669120', 'W2149760002', 'W2150081556', 'W2160558632', 'W2161516371', 'W2163605009', 'W2163935418', 'W2165939075', 'W2170965888', 'W2172128189', 'W2190008860', 'W2194775991', 'W2200594420', 'W2202656999', 'W2214802144', 'W2275363859', 'W2302255633', 'W2331128040', 'W2475287302', 'W2476548250', 'W2479644247', 'W2503339013', 'W2505593925', 'W2520930090', 'W2534320940', 'W2543431435', 'W2626610348', 'W2951523806', 'W2962835968', 'W2963103155', 'W2963125871', 'W2963149687', 'W2963174698', 'W2963684088', 'W2963864522', 'W2964121744', 'W2964193438', 'W3104720471', 'W4297772798', 'W4297800839', 'W4320013936', 'W4377561911', 'W6600294690', 'W6602211262', 'W6621378261', 'W6624640001', 'W6631190155', 'W6634589695', 'W6637373629', 'W6638389677', 'W6638667902', 'W6639204139', 'W6677645113', 'W6677651945', 'W6683590716', 'W6683660953', 'W6683680428', 'W6683781035', 'W6684191040', 'W6685352114', 'W6687214662', 'W6691096134', 'W6692550842', 'W6702130928', 'W6724673846', 'W6726691688']"
W4388297464,Neural Networks for Pattern Recognition,1995,12122,[]
W2763766763,Thematic Analysis,2017,12097,"['W79229537', 'W81685006', 'W186362352', 'W377384883', 'W1544133109', 'W1559131556', 'W1581058145', 'W1631767606', 'W1951008065', 'W1979290264', 'W1990415494', 'W1993209814', 'W2049133117', 'W2063736169', 'W2093790434', 'W2103666798', 'W2103879113', 'W2111719303', 'W2114299733', 'W2115375428', 'W2115534757', 'W2118146027', 'W2131575393', 'W2132962111', 'W2133674686', 'W2134599069', 'W2138664283', 'W2139560185', 'W2140534260', 'W2149868499', 'W2153646932', 'W2155662067', 'W2170816415', 'W2170827698', 'W2171161819', 'W2500387364', 'W2740784540', 'W3124540140', 'W3147940169', 'W3217520355', 'W4233813450', 'W4256398075', 'W4362505439']"
W2097065948,TopHat: discovering splice junctions with RNA-Seq,2009,12093,"['W1857325778', 'W2002875415', 'W2013697960', 'W2020627027', 'W2020902625', 'W2033771289', 'W2037089206', 'W2075996757', 'W2097117811', 'W2105776281', 'W2106678197', 'W2112113834', 'W2120293208', 'W2121211805', 'W2124985265', 'W2134283755', 'W2134924833', 'W2136145671', 'W2154431984', 'W2155804510', 'W2160969485', 'W2161488606', 'W4293196852', 'W6654031322', 'W6683504902', 'W6842402754']"
W2090841340,Toward a New Conception of the Environment-Competitiveness Relationship,1995,12085,"['W650997290', 'W1489934507', 'W1508932393', 'W1521295281', 'W1584858319', 'W1589250539', 'W2013386523', 'W2013614973', 'W2015213874', 'W2038399826', 'W2043965465', 'W2048822751', 'W2080541520', 'W2592777275', 'W2971287604', 'W3036852492', 'W3125670363', 'W3149395617', 'W4238817359', 'W4248482545', 'W4285719527']"
W2264002775,Absence of Diffusion in Certain Random Lattices,1958,12076,"['W1520468186', 'W1610677200', 'W1973736387', 'W1985477636', 'W1993095706', 'W1994217928', 'W2028934585', 'W2050385840', 'W2054202463', 'W2085433033', 'W2162488624', 'W2256875082']"
W1967974729,STUDIES OF ILLNESS IN THE AGED. THE INDEX OF ADL: A STANDARDIZED MEASURE OF BIOLOGICAL AND PSYCHOSOCIAL FUNCTION.,1963,12073,"['W1487550044', 'W1504613754', 'W1606886706', 'W2058379718']"
W2054979333,The Determination of Enzyme Dissociation Constants,1934,12050,[]
W2151936673,Modularity and community structure in networks,2006,12050,"['W950821216', 'W1563979835', 'W1578099820', 'W1587744656', 'W1971421925', 'W1971788485', 'W1975522802', 'W1985625141', 'W2008620264', 'W2013307517', 'W2017987256', 'W2038920443', 'W2047940964', 'W2089458547', 'W2095293504', 'W2102931907', 'W2112090702', 'W2114030927', 'W2120043163', 'W2122407999', 'W2124637492', 'W2125050594', 'W2125315567', 'W2132092465', 'W2136931666', 'W2144885342', 'W2148606196', 'W2153624566', 'W2155167324', 'W2161455936', 'W2572321817', 'W3100069540', 'W3101413764', 'W3103786587', 'W4251670979']"
W4255833381,Rough sets,1982,12013,"['W2019254124', 'W4211007335', 'W6830478766']"
W1969483458,A Formal Basis for the Heuristic Determination of Minimum Cost Paths,1968,11999,"['W2062533874', 'W2166553701', 'W2319346475', 'W3138807513', 'W4298300677', 'W6604509151', 'W6680243060', 'W6792319920']"
W2160172778,The Application of Electronic Computers to Factor Analysis,1960,11995,[]
W4211177544,Bayes Factors,1995,11994,"['W74734833', 'W78553138', 'W85433772', 'W110902330', 'W173366585', 'W319059336', 'W1480175064', 'W1488022545', 'W1526262927', 'W1547288509', 'W1572250146', 'W1575299154', 'W1606425528', 'W1638753340', 'W1922851081', 'W1964118546', 'W1967396577', 'W1967485420', 'W1976208794', 'W1977900532', 'W1979983413', 'W1981373056', 'W1986458595', 'W1987037087', 'W1988520084', 'W1990004856', 'W1991320509', 'W1991818273', 'W1991882349', 'W1993808294', 'W1996356638', 'W1999555905', 'W1999974018', 'W2000297466', 'W2001944100', 'W2002206389', 'W2005122059', 'W2007069447', 'W2009362969', 'W2011900467', 'W2017696952', 'W2017899835', 'W2018304737', 'W2022758229', 'W2026590277', 'W2030587116', 'W2039640683', 'W2039978056', 'W2040011853', 'W2042402832', 'W2048971218', 'W2049178859', 'W2054001671', 'W2056621903', 'W2057565703', 'W2058440099', 'W2058815839', 'W2060161465', 'W2060512257', 'W2062104493', 'W2062795361', 'W2063068713', 'W2065118217', 'W2067525001', 'W2069137435', 'W2069890138', 'W2072020559', 'W2078864646', 'W2082503527', 'W2083981600', 'W2084030592', 'W2084495537', 'W2086083509', 'W2086403511', 'W2087830087', 'W2088034527', 'W2105979895', 'W2108583736', 'W2109047492', 'W2111051773', 'W2117418380', 'W2128585330', 'W2128740849', 'W2140327107', 'W2144272899', 'W2149673191', 'W2151645884', 'W2152977846', 'W2153890685', 'W2156581484', 'W2160624840', 'W2168016523', 'W2168175751', 'W2184692905', 'W2242479605', 'W2312977807', 'W2313215874', 'W2320705252', 'W2330192890', 'W2334529533', 'W2403160433', 'W2466198720', 'W2476280707', 'W2493170222', 'W2505403756', 'W2514870958', 'W2517366819', 'W2519541731', 'W2526577390', 'W2559577701', 'W2592715379', 'W2612384359', 'W2796766534', 'W2797157534', 'W2801961936', 'W2904673549', 'W2972036171', 'W4205969772', 'W4206038828', 'W4229926969', 'W4230963858', 'W4231168459', 'W4232984345', 'W4234618961', 'W4235503503', 'W4238306122', 'W4239706822', 'W4239835841', 'W4239858503', 'W4239966440', 'W4240190281', 'W4242650025', 'W4243392949', 'W4244497758', 'W4245186283', 'W4255040331', 'W4299927410', 'W4300080823', 'W4382242220', 'W4388289865', 'W4388319844']"
W2164154943,"Blast2GO: a universal tool for annotation, visualization and analysis in functional genomics research",2005,11981,"['W1986800180', 'W2055043387', 'W2064820767', 'W2103017472', 'W2124388496', 'W2127385662', 'W2131989143', 'W2167318540', 'W2562835739', 'W6664387049', 'W6675471023']"
W2081098333,Linear Models and Empirical Bayes Methods for Assessing Differential Expression in Microarray Experiments,2004,11977,"['W195212144', 'W198876342', 'W219883212', 'W1495359568', 'W1537119591', 'W1579719333', 'W1792175597', 'W1995017987', 'W2002810210', 'W2013444425', 'W2022211548', 'W2038437697', 'W2047204673', 'W2049849487', 'W2065311047', 'W2067306349', 'W2074089196', 'W2093017030', 'W2105793531', 'W2109972881', 'W2120488121', 'W2122598723', 'W2125826355', 'W2133210805', 'W2137807839', 'W2144227498', 'W2157795344', 'W2162169788', 'W3027720329', 'W3125904670']"
W1550061415,Density Functional Theory of Atoms and Molecules,1980,11962,"['W1975522299', 'W1989537588', 'W1990317654', 'W1995801559', 'W2001795256', 'W2018541907', 'W2020379638', 'W2030976617', 'W2039524817', 'W2044202126', 'W2050714532', 'W2058762328', 'W2063518908', 'W2082903059']"
W4245152641,The concept of a linguistic variable and its application to approximate reasoning—I,1975,11957,"['W1491439990', 'W1524668325', 'W1543281322', 'W1768003599', 'W1964071625', 'W1965185410', 'W1968233326', 'W1970209336', 'W1982934077', 'W1983127920', 'W1991358523', 'W2005814556', 'W2007927177', 'W2017462139', 'W2019529630', 'W2022770634', 'W2036018689', 'W2038190934', 'W2041280856', 'W2045127810', 'W2048701449', 'W2050745653', 'W2054416947', 'W2072203301', 'W2078779296', 'W2086789740', 'W2092092154', 'W2092180595', 'W2110921386', 'W2140599494', 'W2141064529', 'W2144347980', 'W2480733815', 'W2752210686', 'W4210778630', 'W4211007335', 'W4212765430', 'W4212771256', 'W4213377363', 'W4237823148', 'W4292158025', 'W4301152396', 'W6606655796', 'W6631393269', 'W6639491473', 'W6662860959', 'W6670949972', 'W6671229427', 'W6679649511']"
W2150134853,Scale-space and edge detection using anisotropic diffusion,1990,11954,"['W1589429287', 'W1608928078', 'W1968245656', 'W1973976434', 'W2002312729', 'W2002501536', 'W2020999234', 'W2022735534', 'W2034623543', 'W2106624082', 'W2109863423', 'W2114487471', 'W2133155955', 'W2145023731', 'W2150134853', 'W2155235736', 'W2169305037', 'W2913192828', 'W3111685920', 'W4244769743', 'W4292480680', 'W6635240104', 'W6650925051']"
